temperature,humidite,force_moyenne_du_vecteur_de_vent,force_du_vecteur_de_vent_max,date,quartier,sismicite,concentration_gaz,pluie_totale,catastrophe
33.0,50.2,3.1,7.9,2170-06-05,Zone 3,0.64,190.51,411.38,['innondation']
34.3,47.6,6.3,12.2,2171-06-05,Zone 2,0.96,271.57,317.04,"['innondation', 'seisme']"
34.3,47.6,6.3,12.2,2171-06-05,Zone 1,0.84,227.08,286.65,['seisme']
34.3,47.6,6.3,12.2,2171-06-05,Zone 3,0.46,192.82,276.61,['innondation']
34.2,54.7,3.8,13.9,2170-07-05,Zone 2,0.82,228.46,131.42,['seisme']
34.2,54.7,3.8,13.9,2170-07-05,Zone 1,0.67,170.38,186.24,['aucun']
34.2,54.7,3.8,13.9,2170-07-05,Zone 3,0.7,161.2,699.25,['aucun']
42.4,35.0,3.7,12.4,2171-07-05,Zone 2,0.73,228.09,71.48,"['innondation', 'seisme']"
42.4,35.0,3.7,12.4,2171-07-05,Zone 1,0.78,155.84,376.23,['aucun']
42.4,35.0,3.7,12.4,2171-07-05,Zone 3,0.38,175.47,983.02,['innondation']
33.4,44.1,4.2,10.9,2170-08-05,Zone 2,0.75,159.71,632.75,['innondation']
33.4,44.1,4.2,10.9,2170-08-05,Zone 1,0.59,205.81,570.68,['aucun']
33.4,44.1,4.2,10.9,2170-08-05,Zone 3,0.33,152.07,11.27,['innondation']
41.7,55.4,3.8,15.3,2171-09-05,Zone 2,0.79,263.89,839.77,['aucun']
41.7,55.4,3.8,15.3,2171-09-05,Zone 1,0.56,276.45,610.77,['aucun']
41.7,55.4,3.8,15.3,2171-09-05,Zone 3,0.66,148.53,438.81,['innondation']
5.5,62.1,2.5,1.4,2170-01-06,Zone 2,0.93,202.21,917.42,"['innondation', 'seisme']"
5.5,62.1,2.5,1.4,2170-01-06,Zone 1,0.8,271.9,764.99,['seisme']
5.5,62.1,2.5,1.4,2170-01-06,Zone 3,0.61,178.17,272.18,['aucun']
10.5,60.7,4.4,7.3,2171-01-06,Zone 2,0.57,239.27,392.38,['innondation']
10.5,60.7,4.4,7.3,2171-01-06,Zone 1,0.9,206.85,489.37,['seisme']
10.5,60.7,4.4,7.3,2171-01-06,Zone 3,0.61,158.98,796.2,['innondation']
18.7,67.0,6.8,9.9,2170-10-06,Zone 2,0.54,270.46,995.56,['innondation']
18.7,67.0,6.8,9.9,2170-10-06,Zone 1,0.62,209.48,589.42,['aucun']
18.7,67.0,6.8,9.9,2170-10-06,Zone 3,0.62,180.56,472.31,['innondation']
22.3,65.9,4.3,6.9,2171-10-06,Zone 2,0.51,166.37,730.05,['innondation']
22.3,65.9,4.3,6.9,2171-10-06,Zone 1,0.57,215.55,722.59,['aucun']
22.3,65.9,4.3,6.9,2171-10-06,Zone 3,0.36,197.23,734.06,['innondation']
12.7,74.7,7.6,13.4,2170-11-06,Zone 2,0.89,172.22,656.59,['innondation']
12.7,74.7,7.6,13.4,2170-11-06,Zone 1,0.95,279.8,603.23,['aucun']
12.7,74.7,7.6,13.4,2170-11-06,Zone 3,0.56,197.83,505.95,['innondation']
16.7,54.0,4.5,5.9,2171-11-06,Zone 2,0.63,157.55,87.25,['innondation']
16.7,54.0,4.5,5.9,2171-11-06,Zone 1,0.64,213.61,318.45,['seisme']
16.7,54.0,4.5,5.9,2171-11-06,Zone 3,0.68,162.06,792.57,['innondation']
13.9,72.5,10.9,19.2,2170-12-06,Zone 2,0.85,213.51,141.32,"['innondation', 'seisme']"
13.9,72.5,10.9,19.2,2170-12-06,Zone 1,0.81,197.21,288.53,['aucun']
13.9,72.5,10.9,19.2,2170-12-06,Zone 3,0.36,155.61,918.81,['innondation']
18.5,63.3,2.4,0.4,2171-12-06,Zone 2,0.98,286.65,55.45,"['innondation', 'seisme']"
18.5,63.3,2.4,0.4,2171-12-06,Zone 1,0.64,202.53,736.52,['seisme']
18.5,63.3,2.4,0.4,2171-12-06,Zone 3,0.39,171.32,92.47,['innondation']
21.4,74.0,11.9,25.5,2170-02-06,Zone 2,0.99,170.44,86.02,['innondation']
21.4,74.0,11.9,25.5,2170-02-06,Zone 1,0.69,160.6,166.59,['aucun']
21.4,74.0,11.9,25.5,2170-02-06,Zone 3,0.51,198.72,194.98,['innondation']
10.9,59.6,6.5,10.4,2171-02-06,Zone 2,0.84,198.55,955.13,['innondation']
10.9,59.6,6.5,10.4,2171-02-06,Zone 1,0.96,250.28,650.11,['seisme']
10.9,59.6,6.5,10.4,2171-02-06,Zone 3,0.6,184.31,14.46,['innondation']
13.4,55.7,3.7,4.8,2170-03-06,Zone 2,0.51,219.07,8.79,['innondation']
13.4,55.7,3.7,4.8,2170-03-06,Zone 1,0.77,273.24,168.32,['seisme']
13.4,55.7,3.7,4.8,2170-03-06,Zone 3,0.44,118.48,445.98,['innondation']
17.3,66.3,6.7,9.4,2171-03-06,Zone 2,0.65,275.49,601.95,"['innondation', 'seisme']"
17.3,66.3,6.7,9.4,2171-03-06,Zone 1,0.88,160.91,742.24,['aucun']
17.3,66.3,6.7,9.4,2171-03-06,Zone 3,0.61,174.36,545.88,['innondation']
16.1,29.7,6.0,17.1,2170-04-06,Zone 2,0.71,168.3,0.83,['aucun']
16.1,29.7,6.0,17.1,2170-04-06,Zone 1,0.56,202.73,403.45,['aucun']
16.1,29.7,6.0,17.1,2170-04-06,Zone 3,0.35,127.36,739.34,['innondation']
18.5,72.2,9.6,15.8,2171-04-06,Zone 2,0.91,285.08,24.43,"['innondation', 'seisme']"
18.5,72.2,9.6,15.8,2171-04-06,Zone 1,0.78,153.3,685.89,['aucun']
18.5,72.2,9.6,15.8,2171-04-06,Zone 3,0.4,121.94,364.92,['innondation']
14.6,46.3,6.2,9.6,2170-05-06,Zone 2,0.8,238.99,922.76,['aucun']
14.6,46.3,6.2,9.6,2170-05-06,Zone 1,0.9,186.61,444.91,['aucun']
14.6,46.3,6.2,9.6,2170-05-06,Zone 3,0.59,123.23,589.63,['innondation']
20.2,58.6,8.7,17.0,2171-05-06,Zone 2,0.79,262.81,954.36,"['innondation', 'seisme']"
20.2,58.6,8.7,17.0,2171-05-06,Zone 1,0.96,260.12,340.53,['aucun']
20.2,58.6,8.7,17.0,2171-05-06,Zone 3,0.51,189.97,916.25,['innondation']
31.8,39.4,6.8,14.5,2170-06-06,Zone 2,0.92,299.81,307.68,"['innondation', 'seisme']"
31.8,39.4,6.8,14.5,2170-06-06,Zone 1,0.98,264.05,81.74,['seisme']
31.8,39.4,6.8,14.5,2170-06-06,Zone 3,0.42,159.62,283.96,['aucun']
34.8,42.6,3.3,8.4,2171-06-06,Zone 2,0.93,154.02,796.81,['innondation']
34.8,42.6,3.3,8.4,2171-06-06,Zone 1,0.76,212.99,189.89,['seisme']
34.8,42.6,3.3,8.4,2171-06-06,Zone 3,0.31,111.59,10.8,['innondation']
33.3,57.9,3.7,7.8,2170-07-06,Zone 2,0.63,222.37,719.11,"['innondation', 'seisme']"
33.3,57.9,3.7,7.8,2170-07-06,Zone 1,0.57,272.91,132.84,['aucun']
33.3,57.9,3.7,7.8,2170-07-06,Zone 3,0.58,161.26,423.6,['innondation']
41.2,28.5,6.7,15.4,2171-07-06,Zone 2,0.75,299.55,512.38,"['innondation', 'seisme']"
41.2,28.5,6.7,15.4,2171-07-06,Zone 1,0.53,164.19,213.98,['aucun']
41.2,28.5,6.7,15.4,2171-07-06,Zone 3,0.33,104.85,714.0,['aucun']
30.1,56.6,3.4,6.1,2170-08-06,Zone 2,0.67,161.02,412.39,['innondation']
30.1,56.6,3.4,6.1,2170-08-06,Zone 1,0.61,154.61,750.84,['aucun']
30.1,56.6,3.4,6.1,2170-08-06,Zone 3,0.42,194.13,42.09,['innondation']
42.2,34.0,3.4,10.6,2171-08-06,Zone 2,0.53,231.75,171.3,['aucun']
42.2,34.0,3.4,10.6,2171-08-06,Zone 1,0.87,177.48,424.2,['aucun']
42.2,34.0,3.4,10.6,2171-08-06,Zone 3,0.54,128.11,642.36,['innondation']
39.6,46.7,3.1,9.2,2171-09-06,Zone 2,0.5,219.06,823.17,['innondation']
39.6,46.7,3.1,9.2,2171-09-06,Zone 1,0.69,168.86,694.22,['aucun']
39.6,46.7,3.1,9.2,2171-09-06,Zone 3,0.39,183.84,51.36,['innondation']
5.7,72.2,3.1,3.7,2170-01-07,Zone 2,0.51,166.94,181.45,['innondation']
5.7,72.2,3.1,3.7,2170-01-07,Zone 1,0.74,225.39,393.16,['seisme']
5.7,72.2,3.1,3.7,2170-01-07,Zone 3,0.63,102.15,320.29,['innondation']
7.2,61.2,7.2,9.8,2171-01-07,Zone 2,0.85,201.67,921.03,"['innondation', 'seisme']"
7.2,61.2,7.2,9.8,2171-01-07,Zone 1,0.81,172.95,189.52,['aucun']
7.2,61.2,7.2,9.8,2171-01-07,Zone 3,0.56,171.44,349.3,['innondation']
17.1,63.0,3.5,4.9,2170-10-07,Zone 2,0.64,155.5,885.63,['innondation']
17.1,63.0,3.5,4.9,2170-10-07,Zone 1,0.95,285.37,163.43,['seisme']
17.1,63.0,3.5,4.9,2170-10-07,Zone 3,0.32,186.58,693.49,['innondation']
24.0,67.5,4.1,8.9,2171-10-07,Zone 2,0.94,213.66,319.55,['aucun']
24.0,67.5,4.1,8.9,2171-10-07,Zone 1,0.55,193.17,87.75,['aucun']
24.0,67.5,4.1,8.9,2171-10-07,Zone 3,0.64,184.62,941.71,['innondation']
11.5,71.4,10.5,15.8,2170-11-07,Zone 2,0.84,191.41,56.9,['aucun']
11.5,71.4,10.5,15.8,2170-11-07,Zone 1,0.89,236.03,357.08,['seisme']
11.5,71.4,10.5,15.8,2170-11-07,Zone 3,0.36,177.33,824.77,['innondation']
21.9,64.7,4.6,9.1,2171-11-07,Zone 2,0.96,176.87,559.12,['aucun']
21.9,64.7,4.6,9.1,2171-11-07,Zone 1,0.94,273.41,420.77,['seisme']
21.9,64.7,4.6,9.1,2171-11-07,Zone 3,0.36,105.27,11.55,['aucun']
16.8,79.3,4.9,10.7,2170-12-07,Zone 2,0.96,288.63,513.8,"['innondation', 'seisme']"
16.8,79.3,4.9,10.7,2170-12-07,Zone 1,0.99,274.54,424.47,['seisme']
16.8,79.3,4.9,10.7,2170-12-07,Zone 3,0.65,189.85,65.81,['innondation']
16.9,59.3,3.1,2.9,2171-12-07,Zone 2,0.82,261.17,634.78,['innondation']
16.9,59.3,3.1,2.9,2171-12-07,Zone 1,0.86,200.24,113.24,['seisme']
16.9,59.3,3.1,2.9,2171-12-07,Zone 3,0.44,147.6,262.64,['aucun']
16.8,69.5,11.3,18.0,2170-02-07,Zone 2,0.59,231.94,281.28,['innondation']
16.8,69.5,11.3,18.0,2170-02-07,Zone 1,0.59,154.45,464.32,['aucun']
16.8,69.5,11.3,18.0,2170-02-07,Zone 3,0.36,115.8,91.57,['innondation']
15.7,63.2,11.6,18.7,2171-02-07,Zone 2,0.52,167.81,397.18,['innondation']
15.7,63.2,11.6,18.7,2171-02-07,Zone 1,0.75,229.47,464.69,['seisme']
15.7,63.2,11.6,18.7,2171-02-07,Zone 3,0.44,157.98,607.99,['innondation']
14.6,67.9,2.7,4.3,2170-03-07,Zone 2,0.55,242.85,510.88,['innondation']
14.6,67.9,2.7,4.3,2170-03-07,Zone 1,0.71,158.64,660.89,['aucun']
14.6,67.9,2.7,4.3,2170-03-07,Zone 3,0.63,127.24,90.19,['innondation']
13.1,63.7,5.7,13.7,2171-03-07,Zone 2,0.68,197.7,53.88,['aucun']
13.1,63.7,5.7,13.7,2171-03-07,Zone 1,0.68,175.21,763.43,['aucun']
13.1,63.7,5.7,13.7,2171-03-07,Zone 3,0.69,178.83,934.48,['aucun']
14.2,30.0,4.9,9.3,2170-04-07,Zone 2,0.92,260.38,266.58,"['innondation', 'seisme']"
14.2,30.0,4.9,9.3,2170-04-07,Zone 1,0.6,273.08,681.0,['aucun']
14.2,30.0,4.9,9.3,2170-04-07,Zone 3,0.49,171.46,392.26,['innondation']
17.9,59.5,12.1,21.9,2171-04-07,Zone 2,0.95,220.88,917.86,['seisme']
17.9,59.5,12.1,21.9,2171-04-07,Zone 1,0.96,284.69,272.22,['seisme']
17.9,59.5,12.1,21.9,2171-04-07,Zone 3,0.57,178.84,775.47,['innondation']
22.4,62.8,6.5,11.9,2170-05-07,Zone 2,0.6,158.8,162.44,['innondation']
22.4,62.8,6.5,11.9,2170-05-07,Zone 1,0.79,254.43,646.91,['seisme']
22.4,62.8,6.5,11.9,2170-05-07,Zone 3,0.6,137.84,893.91,['aucun']
24.4,48.4,8.4,15.0,2171-05-07,Zone 2,0.57,253.35,330.99,['innondation']
24.4,48.4,8.4,15.0,2171-05-07,Zone 1,0.53,222.7,595.51,['aucun']
24.4,48.4,8.4,15.0,2171-05-07,Zone 3,0.57,122.21,276.88,['aucun']
33.7,43.6,5.6,11.5,2170-06-07,Zone 2,0.75,213.92,837.69,['aucun']
33.7,43.6,5.6,11.5,2170-06-07,Zone 1,0.83,289.27,401.65,['seisme']
33.7,43.6,5.6,11.5,2170-06-07,Zone 3,0.49,101.64,252.37,['innondation']
31.0,51.3,5.4,11.3,2171-06-07,Zone 2,0.63,215.36,241.35,"['innondation', 'seisme']"
31.0,51.3,5.4,11.3,2171-06-07,Zone 1,0.66,177.1,485.3,['aucun']
31.0,51.3,5.4,11.3,2171-06-07,Zone 3,0.67,160.0,203.86,['innondation']
32.4,48.1,5.6,13.4,2170-07-07,Zone 2,0.9,172.98,418.53,['innondation']
32.4,48.1,5.6,13.4,2170-07-07,Zone 1,0.5,254.35,355.54,['aucun']
32.4,48.1,5.6,13.4,2170-07-07,Zone 3,0.56,191.5,55.24,['innondation']
40.4,39.7,6.8,18.4,2171-07-07,Zone 2,0.53,198.05,370.3,['innondation']
40.4,39.7,6.8,18.4,2171-07-07,Zone 1,0.64,219.32,741.43,['aucun']
40.4,39.7,6.8,18.4,2171-07-07,Zone 3,0.37,129.14,217.49,['innondation']
33.6,53.8,6.7,12.4,2170-08-07,Zone 2,0.89,220.57,235.97,"['innondation', 'seisme']"
33.6,53.8,6.7,12.4,2170-08-07,Zone 1,0.57,292.64,292.76,['aucun']
33.6,53.8,6.7,12.4,2170-08-07,Zone 3,0.54,110.05,688.95,['innondation']
42.4,27.1,3.1,8.9,2171-08-07,Zone 2,0.65,217.42,283.81,"['innondation', 'seisme']"
42.4,27.1,3.1,8.9,2171-08-07,Zone 1,0.87,240.17,390.57,['seisme']
42.4,27.1,3.1,8.9,2171-08-07,Zone 3,0.66,165.25,938.34,['innondation']
35.1,41.0,3.5,9.1,2171-09-07,Zone 2,0.64,178.79,74.08,['innondation']
35.1,41.0,3.5,9.1,2171-09-07,Zone 1,0.69,261.97,505.81,['aucun']
35.1,41.0,3.5,9.1,2171-09-07,Zone 3,0.36,127.1,262.01,['aucun']
8.5,62.9,3.2,2.8,2170-01-08,Zone 2,0.54,162.96,347.96,['innondation']
8.5,62.9,3.2,2.8,2170-01-08,Zone 1,0.58,215.81,341.24,['aucun']
8.5,62.9,3.2,2.8,2170-01-08,Zone 3,0.63,178.24,502.82,['innondation']
15.7,60.8,14.4,25.0,2171-01-08,Zone 2,0.83,183.26,643.27,['innondation']
15.7,60.8,14.4,25.0,2171-01-08,Zone 1,0.95,218.58,522.44,['aucun']
15.7,60.8,14.4,25.0,2171-01-08,Zone 3,0.51,102.89,687.12,['aucun']
20.2,64.2,4.6,6.7,2170-10-08,Zone 2,0.64,181.39,159.43,['innondation']
20.2,64.2,4.6,6.7,2170-10-08,Zone 1,0.77,283.93,282.71,['seisme']
20.2,64.2,4.6,6.7,2170-10-08,Zone 3,0.51,169.4,429.25,['innondation']
28.2,73.7,4.2,5.5,2171-10-08,Zone 2,0.5,287.02,895.22,['innondation']
28.2,73.7,4.2,5.5,2171-10-08,Zone 1,0.5,250.0,29.11,['aucun']
28.2,73.7,4.2,5.5,2171-10-08,Zone 3,0.69,125.17,525.05,['aucun']
15.9,69.9,10.0,15.8,2170-11-08,Zone 2,0.9,292.2,750.16,"['innondation', 'seisme']"
15.9,69.9,10.0,15.8,2170-11-08,Zone 1,0.8,178.53,211.96,['aucun']
15.9,69.9,10.0,15.8,2170-11-08,Zone 3,0.39,197.32,274.34,['aucun']
21.2,71.7,4.3,10.2,2171-11-08,Zone 2,0.53,296.21,489.12,['innondation']
21.2,71.7,4.3,10.2,2171-11-08,Zone 1,0.57,169.31,308.49,['aucun']
21.2,71.7,4.3,10.2,2171-11-08,Zone 3,0.54,180.87,402.33,['innondation']
15.2,64.1,18.9,29.1,2170-12-08,Zone 2,0.83,202.04,830.97,['aucun']
15.2,64.1,18.9,29.1,2170-12-08,Zone 1,0.55,151.38,546.61,['aucun']
15.2,64.1,18.9,29.1,2170-12-08,Zone 3,0.32,195.41,759.21,['innondation']
16.3,74.8,5.6,11.6,2171-12-08,Zone 2,0.66,232.15,81.67,['innondation']
16.3,74.8,5.6,11.6,2171-12-08,Zone 1,0.71,252.72,394.19,['seisme']
16.3,74.8,5.6,11.6,2171-12-08,Zone 3,0.45,189.45,258.79,['innondation']
12.2,67.1,5.5,8.3,2170-02-08,Zone 2,0.94,202.19,901.54,['aucun']
12.2,67.1,5.5,8.3,2170-02-08,Zone 1,0.84,283.2,744.67,['seisme']
12.2,67.1,5.5,8.3,2170-02-08,Zone 3,0.63,192.2,387.36,['innondation']
13.4,54.8,4.2,7.7,2171-02-08,Zone 2,0.86,269.89,816.11,"['innondation', 'seisme']"
13.4,54.8,4.2,7.7,2171-02-08,Zone 1,0.67,171.81,645.49,['aucun']
13.4,54.8,4.2,7.7,2171-02-08,Zone 3,0.53,157.17,927.79,['aucun']
15.5,60.5,6.7,10.8,2170-03-08,Zone 2,0.54,163.59,962.33,['innondation']
15.5,60.5,6.7,10.8,2170-03-08,Zone 1,0.7,172.93,124.16,['aucun']
15.5,60.5,6.7,10.8,2170-03-08,Zone 3,0.37,116.41,392.26,['innondation']
20.4,61.5,5.1,13.9,2171-03-08,Zone 2,0.74,152.25,626.72,['aucun']
20.4,61.5,5.1,13.9,2171-03-08,Zone 1,0.83,264.84,593.58,['seisme']
20.4,61.5,5.1,13.9,2171-03-08,Zone 3,0.47,176.77,123.65,['innondation']
19.3,32.1,7.5,17.4,2170-04-08,Zone 2,1.0,287.4,165.07,"['innondation', 'seisme']"
19.3,32.1,7.5,17.4,2170-04-08,Zone 1,0.92,200.08,633.23,['seisme']
19.3,32.1,7.5,17.4,2170-04-08,Zone 3,0.54,188.61,10.67,['innondation']
21.6,59.9,9.4,18.5,2171-04-08,Zone 2,0.68,228.26,508.9,['innondation']
21.6,59.9,9.4,18.5,2171-04-08,Zone 1,0.68,250.92,237.33,['seisme']
21.6,59.9,9.4,18.5,2171-04-08,Zone 3,0.4,117.74,472.84,['innondation']
28.1,48.4,6.6,20.1,2170-05-08,Zone 2,0.52,261.04,437.33,['innondation']
28.1,48.4,6.6,20.1,2170-05-08,Zone 1,0.62,206.97,368.7,['aucun']
28.1,48.4,6.6,20.1,2170-05-08,Zone 3,0.67,135.9,729.56,['innondation']
25.8,51.1,5.3,10.7,2171-05-08,Zone 2,0.76,230.87,77.61,['aucun']
25.8,51.1,5.3,10.7,2171-05-08,Zone 1,0.68,233.05,668.01,['seisme']
25.8,51.1,5.3,10.7,2171-05-08,Zone 3,0.43,119.7,955.25,['innondation']
35.1,39.6,3.1,8.6,2170-06-08,Zone 2,0.53,171.33,99.22,['innondation']
35.1,39.6,3.1,8.6,2170-06-08,Zone 1,0.79,239.9,651.27,['seisme']
35.1,39.6,3.1,8.6,2170-06-08,Zone 3,0.6,170.64,799.09,['aucun']
28.6,61.4,5.2,11.5,2171-06-08,Zone 2,0.88,243.27,500.12,['aucun']
28.6,61.4,5.2,11.5,2171-06-08,Zone 1,0.81,273.21,375.68,['seisme']
28.6,61.4,5.2,11.5,2171-06-08,Zone 3,0.51,120.95,800.64,['innondation']
30.9,44.1,5.3,13.2,2170-07-08,Zone 2,0.8,251.4,568.6,"['innondation', 'seisme']"
30.9,44.1,5.3,13.2,2170-07-08,Zone 1,0.61,288.6,94.1,['seisme']
30.9,44.1,5.3,13.2,2170-07-08,Zone 3,0.43,164.98,569.26,['innondation']
34.6,35.5,5.5,14.1,2171-07-08,Zone 2,0.81,232.17,496.03,['innondation']
34.6,35.5,5.5,14.1,2171-07-08,Zone 1,0.76,274.31,778.1,['seisme']
34.6,35.5,5.5,14.1,2171-07-08,Zone 3,0.53,105.72,156.94,['innondation']
31.4,41.6,3.2,6.8,2170-08-08,Zone 2,0.75,233.42,289.57,['seisme']
31.4,41.6,3.2,6.8,2170-08-08,Zone 1,0.92,285.36,399.53,['seisme']
31.4,41.6,3.2,6.8,2170-08-08,Zone 3,0.64,102.54,460.49,['aucun']
40.9,26.9,3.3,8.0,2171-08-08,Zone 2,0.76,150.36,995.15,['innondation']
40.9,26.9,3.3,8.0,2171-08-08,Zone 1,0.71,291.81,14.4,['aucun']
40.9,26.9,3.3,8.0,2171-08-08,Zone 3,0.61,124.22,20.01,['aucun']
33.6,37.5,2.3,5.8,2171-09-08,Zone 2,0.65,283.58,837.24,"['innondation', 'seisme']"
33.6,37.5,2.3,5.8,2171-09-08,Zone 1,0.56,172.54,579.45,['aucun']
33.6,37.5,2.3,5.8,2171-09-08,Zone 3,0.31,128.44,590.7,['innondation']
6.0,64.9,3.2,2.9,2170-01-09,Zone 2,0.72,272.31,57.89,"['innondation', 'seisme']"
6.0,64.9,3.2,2.9,2170-01-09,Zone 1,0.92,176.5,750.79,['aucun']
6.0,64.9,3.2,2.9,2170-01-09,Zone 3,0.68,135.03,376.47,['innondation']
-1.1,54.5,8.4,11.5,2171-01-09,Zone 2,0.58,218.11,270.19,['innondation']
-1.1,54.5,8.4,11.5,2171-01-09,Zone 1,0.53,152.97,24.04,['aucun']
-1.1,54.5,8.4,11.5,2171-01-09,Zone 3,0.45,134.94,627.09,['innondation']
21.3,72.0,3.8,5.3,2170-10-09,Zone 2,0.71,167.09,63.25,['innondation']
21.3,72.0,3.8,5.3,2170-10-09,Zone 1,0.81,197.64,327.19,['aucun']
21.3,72.0,3.8,5.3,2170-10-09,Zone 3,0.63,101.22,311.51,['innondation']
27.7,60.3,4.6,8.9,2171-10-09,Zone 2,0.99,299.82,446.73,['seisme']
27.7,60.3,4.6,8.9,2171-10-09,Zone 1,0.7,218.64,453.35,['seisme']
27.7,60.3,4.6,8.9,2171-10-09,Zone 3,0.38,141.58,726.87,['aucun']
9.7,80.5,2.7,0.0,2170-11-09,Zone 2,0.63,207.93,382.28,['aucun']
9.7,80.5,2.7,0.0,2170-11-09,Zone 1,0.82,291.58,569.52,['seisme']
9.7,80.5,2.7,0.0,2170-11-09,Zone 3,0.51,105.27,731.41,['innondation']
19.4,80.1,2.7,2.8,2171-11-09,Zone 2,0.84,296.05,676.06,"['innondation', 'seisme']"
19.4,80.1,2.7,2.8,2171-11-09,Zone 1,0.8,232.72,580.33,['aucun']
19.4,80.1,2.7,2.8,2171-11-09,Zone 3,0.48,106.98,297.6,['innondation']
12.6,76.0,6.4,10.6,2170-12-09,Zone 2,0.97,295.24,424.46,['aucun']
12.6,76.0,6.4,10.6,2170-12-09,Zone 1,0.72,226.28,719.24,['seisme']
12.6,76.0,6.4,10.6,2170-12-09,Zone 3,0.6,162.65,671.08,['innondation']
17.9,81.9,3.1,4.8,2171-12-09,Zone 2,0.74,244.96,986.37,"['innondation', 'seisme']"
17.9,81.9,3.1,4.8,2171-12-09,Zone 1,0.76,159.35,386.5,['aucun']
17.9,81.9,3.1,4.8,2171-12-09,Zone 3,0.55,195.06,362.98,['innondation']
14.5,75.8,6.3,11.7,2170-02-09,Zone 2,0.72,265.04,790.9,['innondation']
14.5,75.8,6.3,11.7,2170-02-09,Zone 1,0.55,207.17,400.76,['aucun']
14.5,75.8,6.3,11.7,2170-02-09,Zone 3,0.32,161.18,986.29,['innondation']
14.2,53.0,4.4,13.0,2171-02-09,Zone 2,0.66,282.93,613.53,"['innondation', 'seisme']"
14.2,53.0,4.4,13.0,2171-02-09,Zone 1,0.64,282.72,619.46,['seisme']
14.2,53.0,4.4,13.0,2171-02-09,Zone 3,0.54,185.47,886.98,['innondation']
16.8,48.6,8.4,15.7,2170-03-09,Zone 2,0.56,172.72,872.98,['innondation']
16.8,48.6,8.4,15.7,2170-03-09,Zone 1,0.74,238.77,695.64,['seisme']
16.8,48.6,8.4,15.7,2170-03-09,Zone 3,0.43,195.39,43.6,['innondation']
14.6,71.4,6.7,15.5,2171-03-09,Zone 2,0.7,184.86,903.05,['innondation']
14.6,71.4,6.7,15.5,2171-03-09,Zone 1,0.63,287.08,420.4,['aucun']
14.6,71.4,6.7,15.5,2171-03-09,Zone 3,0.64,187.33,213.71,['innondation']
18.4,51.3,11.1,28.0,2170-04-09,Zone 2,0.82,163.98,470.83,['innondation']
18.4,51.3,11.1,28.0,2170-04-09,Zone 1,0.54,234.1,345.38,['aucun']
18.4,51.3,11.1,28.0,2170-04-09,Zone 3,0.41,135.89,773.77,['innondation']
15.2,46.3,5.4,14.4,2171-04-09,Zone 2,0.64,162.88,531.32,['innondation']
15.2,46.3,5.4,14.4,2171-04-09,Zone 1,0.53,223.88,185.04,['aucun']
15.2,46.3,5.4,14.4,2171-04-09,Zone 3,0.36,177.45,881.92,['innondation']
26.2,62.4,7.8,23.6,2170-05-09,Zone 2,0.86,162.82,884.51,['aucun']
26.2,62.4,7.8,23.6,2170-05-09,Zone 1,0.92,186.58,396.3,['aucun']
26.2,62.4,7.8,23.6,2170-05-09,Zone 3,0.35,145.42,217.84,['innondation']
27.1,48.0,3.8,6.0,2171-05-09,Zone 2,0.95,247.48,896.11,"['innondation', 'seisme']"
27.1,48.0,3.8,6.0,2171-05-09,Zone 1,0.52,208.01,168.97,['aucun']
27.1,48.0,3.8,6.0,2171-05-09,Zone 3,0.32,172.08,904.03,['innondation']
37.1,40.7,4.2,9.9,2170-06-09,Zone 2,0.5,238.56,594.08,['aucun']
37.1,40.7,4.2,9.9,2170-06-09,Zone 1,0.55,269.38,240.72,['aucun']
37.1,40.7,4.2,9.9,2170-06-09,Zone 3,0.52,161.91,752.48,['innondation']
33.7,53.8,6.3,14.4,2171-06-09,Zone 2,0.59,275.05,54.37,['innondation']
33.7,53.8,6.3,14.4,2171-06-09,Zone 1,0.65,196.29,704.83,['aucun']
33.7,53.8,6.3,14.4,2171-06-09,Zone 3,0.52,165.63,800.7,['innondation']
33.8,47.1,1.2,0.0,2170-07-09,Zone 2,0.6,236.06,925.91,['innondation']
33.8,47.1,1.2,0.0,2170-07-09,Zone 1,0.92,188.07,504.78,['aucun']
33.8,47.1,1.2,0.0,2170-07-09,Zone 3,0.47,122.02,822.15,['innondation']
39.3,32.0,3.8,8.1,2171-07-09,Zone 2,0.6,216.49,833.86,['innondation']
39.3,32.0,3.8,8.1,2171-07-09,Zone 1,0.65,168.61,586.06,['aucun']
39.3,32.0,3.8,8.1,2171-07-09,Zone 3,0.59,120.99,405.41,['innondation']
29.7,53.4,1.9,1.4,2170-08-09,Zone 2,0.97,264.69,178.91,['innondation']
29.7,53.4,1.9,1.4,2170-08-09,Zone 1,0.88,247.0,478.83,['aucun']
29.7,53.4,1.9,1.4,2170-08-09,Zone 3,0.33,142.16,135.94,['aucun']
42.3,28.7,3.1,7.4,2171-08-09,Zone 2,0.71,244.79,576.33,"['innondation', 'seisme']"
42.3,28.7,3.1,7.4,2171-08-09,Zone 1,0.93,212.1,636.57,['seisme']
42.3,28.7,3.1,7.4,2171-08-09,Zone 3,0.39,170.61,539.71,['innondation']
27.4,46.8,3.8,6.3,2171-09-09,Zone 2,0.74,227.11,874.81,"['innondation', 'seisme']"
27.4,46.8,3.8,6.3,2171-09-09,Zone 1,0.53,204.04,668.92,['aucun']
